z,val,err,probe,type,RA,DEC
0.37143,41.334,0.168104,sne_ia,mu,7.2,-43.5623
0.3716,41.3842,0.116639,sne_ia,mu,151.231,2.5909
0.3715,41.4289,0.165418,sne_ia,mu,333.837,-17.2681
0.37351,41.3114,0.133039,sne_ia,mu,333.709,-17.7388
0.37426,41.4722,0.234786,sne_ia,mu,17.2054,-0.9896
0.37678,41.4155,0.15471,sne_ia,mu,55.1026,-26.7221
0.37798,41.3598,0.223183,sne_ia,mu,35.8093,-6.2681
0.37859,41.4271,0.182401,sne_ia,mu,149.073,2.0023
0.37986,41.2959,0.219919,sne_ia,mu,310.08,-0.0072
0.37989,41.4154,0.163795,sne_ia,mu,36.0675,-3.916
0.38052,41.4614,0.188044,sne_ia,mu,214.473,53.8417
0.38083,41.4511,0.201434,sne_ia,mu,132.012,44.4493
0.38131,41.4549,0.20413,sne_ia,mu,53.9115,-28.3193
0.3816,41.6775,0.218983,sne_ia,mu,149.976,2.4119
0.38174,41.5615,0.198898,sne_ia,mu,162.098,57.1482
0.3825,41.3726,0.265174,sne_ia,mu,54.1391,-28.6139
0.38284,41.3678,0.206585,sne_ia,mu,34.5721,-5.6549
0.38394,41.5182,0.20184,sne_ia,mu,41.7252,-1.0099
0.38594,41.5217,0.152114,sne_ia,mu,185.739,47.5675
0.38677,41.3791,0.270807,sne_ia,mu,6.6699,-42.9641
0.38735,41.5567,0.273474,sne_ia,mu,332.927,0.9013
0.38772,41.6302,0.283892,sne_ia,mu,214.327,53.9783
0.38886,41.383,0.199578,sne_ia,mu,35.1822,-3.9625
0.38951,41.544,0.192176,sne_ia,mu,54.7233,-27.9051
0.39262,41.4742,0.237288,sne_ia,mu,150.789,2.1434
0.39512,41.4677,0.203648,sne_ia,mu,55.1693,-28.7119
0.39698,41.259,0.168535,sne_ia,mu,41.0798,-0.4504
0.39946,41.7119,0.28782,sne_ia,mu,52.3525,-28.9967
0.40048,41.4918,0.158339,sne_ia,mu,334.084,-18.0426
0.40212,41.4795,0.199524,sne_ia,mu,131.069,45.3442
0.40286,41.5478,0.290402,sne_ia,mu,35.2534,-4.8171
0.40361,41.616,0.213828,sne_ia,mu,35.4427,-5.6398
0.40454,41.6747,0.166047,sne_ia,mu,214.699,52.7566
0.40472,41.3373,0.202033,sne_ia,mu,161.08,58.0762
0.40547,41.7807,0.135518,sne_ia,mu,333.608,-17.6711
0.40648,41.6914,0.168815,sne_ia,mu,53.4156,-28.9407
0.409,41.7002,0.240024,sne_ia,mu,8.9639,-44.6767
0.40911,41.7405,0.363654,sne_ia,mu,43.3164,-0.0301
0.40927,41.7061,0.274957,sne_ia,mu,36.2874,-3.3534
0.40947,41.6784,0.172193,sne_ia,mu,334.231,-17.712
0.40995,41.6836,0.279968,sne_ia,mu,212.879,53.5796
0.41114,41.662,0.318089,sne_ia,mu,41.7388,-0.2355
0.41131,41.8335,0.242677,sne_ia,mu,334.634,1.1149
0.41152,41.8131,0.149106,sne_ia,mu,215.504,53.6193
0.41258,41.7893,0.330128,sne_ia,mu,40.3016,-0.7644
0.41664,41.7295,0.149208,sne_ia,mu,149.867,2.321
0.41864,41.6174,0.202099,sne_ia,mu,149.634,2.0322
0.41927,41.6863,0.192599,sne_ia,mu,353.266,-0.9127
0.41931,41.4604,0.22264,sne_ia,mu,334.754,0.0297
0.41962,41.8662,0.224621,sne_ia,mu,52.0477,-27.8629
0.41956,41.7981,0.235757,sne_ia,mu,214.223,52.3451
0.41997,41.4394,0.294415,sne_ia,mu,54.7539,-27.8432
0.42027,41.8343,0.344188,sne_ia,mu,351.8,-0.7829
0.4209,41.6178,0.17643,sne_ia,mu,54.8773,-27.239
0.42085,41.728,0.250117,sne_ia,mu,132.249,44.8657
0.42199,41.5336,0.270821,sne_ia,mu,8.4681,-42.0948
0.42245,41.6483,0.231707,sne_ia,mu,334.039,-17.2944
0.42242,41.6796,0.275449,sne_ia,mu,33.8987,-5.5998
0.42355,41.5955,0.186465,sne_ia,mu,149.957,0.8166
0.42349,41.8403,0.400817,sne_ia,mu,242.608,54.1496
0.42392,41.7264,0.13417,sne_ia,mu,36.3176,-4.6598
0.42451,41.7483,0.195831,sne_ia,mu,42.611,-0.3617
0.42562,41.7039,0.195468,sne_ia,mu,35.4327,-6.9406
0.42594,41.7517,0.175449,sne_ia,mu,42.7148,-0.5251
0.42689,41.813,0.229539,sne_ia,mu,242.219,55.0048
0.42694,41.8348,0.198324,sne_ia,mu,131.82,45.2976
0.42784,42.2757,0.23861,sne_ia,mu,129.923,43.9644
0.42865,41.8825,0.403543,sne_ia,mu,149.852,2.3282
0.42888,41.6443,0.193398,sne_ia,mu,37.1019,-4.4246
0.42895,41.8266,0.250757,sne_ia,mu,40.8416,-1.9578
0.42967,41.9219,0.19807,sne_ia,mu,132.141,43.9852
0.43013,41.8354,0.165783,sne_ia,mu,34.9864,-3.9606
0.43487,41.7828,0.183674,sne_ia,mu,36.9464,-4.2538
0.43544,41.5839,0.13365,sne_ia,mu,333.861,-17.8692
0.43673,42.0051,0.1818,sne_ia,mu,162.309,58.4672
0.43765,41.6253,0.16614,sne_ia,mu,10.3212,-43.8862
0.43774,41.882,0.356877,sne_ia,mu,41.384,-0.0616
0.43883,41.4679,0.211194,sne_ia,mu,35.042,-6.3767
0.43883,41.6682,0.279961,sne_ia,mu,35.042,-6.3767
0.43926,41.8262,0.202784,sne_ia,mu,213.514,53.3622
0.44004,42.1401,0.441915,sne_ia,mu,214.12,54.0536
0.44059,41.6364,0.160177,sne_ia,mu,214.033,51.7321
0.44154,41.6823,0.183572,sne_ia,mu,8.1871,-43.5769
0.44246,41.8523,0.172891,sne_ia,mu,53.7194,-27.8328
0.44254,41.9039,0.139699,sne_ia,mu,215.572,52.9577
0.44368,41.793,0.182219,sne_ia,mu,150.198,1.9854
0.44384,41.8069,0.290347,sne_ia,mu,35.6846,-6.0636
0.44756,41.8552,0.223954,sne_ia,mu,214.46,52.801
0.4489,41.8853,0.221814,sne_ia,mu,7.3173,-42.0522
0.44896,41.9875,0.215648,sne_ia,mu,9.3464,-43.8719
0.4506,41.6446,0.157686,sne_ia,mu,212.991,52.0718
0.451,41.9281,0.213431,sne_ia,mu,185.338,46.9708
0.45169,41.5892,0.225346,sne_ia,mu,150.594,1.8942
0.45169,41.9923,0.154715,sne_ia,mu,150.594,1.8942
0.45155,41.7162,0.305385,sne_ia,mu,215.636,52.6469
0.45223,41.9959,0.320076,sne_ia,mu,6.6908,-43.434
0.45333,41.7953,0.207786,sne_ia,mu,7.4651,-43.1378
0.45347,41.8863,0.14411,sne_ia,mu,54.4186,-27.5274
0.45463,41.7873,0.209236,sne_ia,mu,7.3673,-43.3882
0.45478,41.8839,0.284149,sne_ia,mu,53.6767,-26.487
0.45878,41.9679,0.252185,sne_ia,mu,33.7065,-4.6747
0.46055,42.0021,0.190943,sne_ia,mu,215.233,53.0089
0.46098,42.0162,0.230251,sne_ia,mu,185.821,47.8228
0.46156,41.9839,0.138441,sne_ia,mu,215.596,52.4789
0.46641,42.3424,0.396492,sne_ia,mu,334.041,-18.0776
0.4666,42.048,0.135922,sne_ia,mu,150.81,3.1442
0.4684,41.9733,0.206146,sne_ia,mu,333.56,-17.3502
0.4688,41.7631,0.234035,sne_ia,mu,35.555,-5.8717
0.47039,42.2151,0.404516,sne_ia,mu,334.261,-17.3328
0.47057,42.0135,0.180637,sne_ia,mu,215.538,52.2192
0.4717,41.9798,0.210913,sne_ia,mu,149.222,1.9779
0.47196,42.0374,0.25691,sne_ia,mu,42.5626,-0.745
0.47572,41.938,0.177112,sne_ia,mu,150.571,2.2406
0.47793,42.2269,0.228278,sne_ia,mu,151.309,1.7007
0.47943,41.8695,0.203883,sne_ia,mu,52.4866,-28.7419
0.47948,42.0107,0.198987,sne_ia,mu,55.041,-27.5592
0.4798,41.8956,0.237796,sne_ia,mu,353.296,-0.3364
0.48056,42.0041,0.160362,sne_ia,mu,215.627,52.6068
0.48071,41.9748,0.139221,sne_ia,mu,149.747,2.4895
0.48171,42.3055,0.210887,sne_ia,mu,148.792,1.7302
0.48881,42.0842,0.199732,sne_ia,mu,36.0832,-4.67
0.49246,42.2783,0.335403,sne_ia,mu,53.6305,-29.6489
0.49501,42.0821,0.165011,sne_ia,mu,52.8465,-28.5442
0.4956,42.1453,0.120919,sne_ia,mu,36.0584,-5.1646
0.49572,42.0817,0.153945,sne_ia,mu,36.0972,-4.7207
0.49737,42.1268,0.225856,sne_ia,mu,334.138,-18.0049
0.50073,42.257,0.253816,sne_ia,mu,149.679,2.172
0.5009,42.1165,0.283133,sne_ia,mu,131.336,44.239
0.50276,42.161,0.218549,sne_ia,mu,34.1284,-5.6806
0.50276,42.0703,0.312874,sne_ia,mu,34.1284,-5.6806
0.503,42.1484,0.311282,sne_ia,mu,186.389,48.1369
0.50309,42.1444,0.228687,sne_ia,mu,36.0432,-4.0375
0.50598,42.079,0.166703,sne_ia,mu,9.5553,-44.0495
0.50617,42.1043,0.151709,sne_ia,mu,51.979,-28.5644
0.50716,42.2358,0.180974,sne_ia,mu,353.126,-0.1047
0.50737,42.2419,0.288822,sne_ia,mu,333.544,-17.9119
0.50817,42.0193,0.184312,sne_ia,mu,353.328,-0.9507
0.51006,42.0945,0.144405,sne_ia,mu,244.319,55.3794
0.51087,42.0583,0.239085,sne_ia,mu,129.186,44.5547
0.51175,42.3885,0.227281,sne_ia,mu,150.242,2.1831
0.5138,42.2567,0.35966,sne_ia,mu,36.7673,-4.1753
0.51435,42.2259,0.196162,sne_ia,mu,333.786,-17.261
0.51475,42.3259,0.402924,sne_ia,mu,150.152,2.5771
0.51718,42.0932,0.190441,sne_ia,mu,40.6393,-1.2547
0.51876,42.1949,0.250421,sne_ia,mu,35.0537,-4.9472
0.51879,42.1824,0.209558,sne_ia,mu,36.1689,-5.1043
0.51943,42.2438,0.315111,sne_ia,mu,53.2864,-28.0844
0.5196,42.2905,0.196455,sne_ia,mu,214.255,52.2324
0.52277,42.3496,0.273927,sne_ia,mu,150.414,1.8831
0.52393,42.1774,0.369236,sne_ia,mu,42.6149,-0.8718
0.52613,42.1702,0.223271,sne_ia,mu,35.9264,-4.0189
0.52851,42.0855,0.188829,sne_ia,mu,211.812,53.9976
0.52939,42.2913,0.141023,sne_ia,mu,52.0693,-28.0637
0.53091,41.8802,0.23431,sne_ia,mu,130.009,43.7419
0.53105,42.5109,0.289268,sne_ia,mu,186.588,46.5959
0.53117,42.5253,0.38093,sne_ia,mu,41.2916,-1.5649
0.53226,41.9821,0.221979,sne_ia,mu,54.8836,-26.7243
0.53277,42.2472,0.294354,sne_ia,mu,149.79,2.3025
0.53377,42.1649,0.273819,sne_ia,mu,149.862,2.4514
0.53433,42.1433,0.225295,sne_ia,mu,334.115,-17.7363
0.53532,42.3205,0.204703,sne_ia,mu,334.222,-17.2361
0.53578,42.2134,0.209507,sne_ia,mu,150.061,2.4074
0.53944,42.3338,0.244476,sne_ia,mu,54.3017,-27.3554
0.54089,42.2791,0.233447,sne_ia,mu,130.013,44.8943
0.54154,42.53,0.24247,sne_ia,mu,53.8952,-29.048
0.5454,42.5633,0.191404,sne_ia,mu,184.138,45.962
0.54832,42.0235,0.363222,sne_ia,mu,333.706,-17.8276
0.54886,42.1695,0.378555,sne_ia,mu,7.0361,-43.2916
0.55011,42.3253,0.19588,sne_ia,mu,241.703,54.9809
0.55031,42.3728,0.208456,sne_ia,mu,333.867,-17.4092
0.55048,42.4104,0.376261,sne_ia,mu,53.621,-29.169
0.5526,42.1938,0.244151,sne_ia,mu,215.529,52.2286
0.5538,42.49,0.207133,sne_ia,mu,150.367,1.8636
0.55389,42.0827,0.177409,sne_ia,mu,10.1815,-43.6449
0.55775,42.4389,0.195189,sne_ia,mu,36.1948,-4.0005
0.55875,42.7331,0.3833,sne_ia,mu,36.1397,-4.319
0.55875,42.2975,0.356215,sne_ia,mu,36.1397,-4.319
0.56174,42.2937,0.227829,sne_ia,mu,40.7331,-1.3929
0.56263,42.6016,0.265242,sne_ia,mu,35.8718,-6.9219
0.56276,42.4296,0.234712,sne_ia,mu,36.6299,-4.1648
0.56441,42.3928,0.221111,sne_ia,mu,9.4725,-43.3145
0.5643,42.4881,0.207587,sne_ia,mu,41.1163,-0.645
0.56431,42.3969,0.296515,sne_ia,mu,34.43,-4.976
0.56475,42.4873,0.19275,sne_ia,mu,36.111,-4.9916
0.56883,42.2407,0.262337,sne_ia,mu,8.0244,-42.6662
0.57535,42.1912,0.452867,sne_ia,mu,33.7937,-4.5222
0.57583,42.5915,0.213158,sne_ia,mu,150.35,1.8577
0.57609,42.4887,0.202103,sne_ia,mu,242.793,55.1223
0.57661,42.4263,0.166843,sne_ia,mu,215.52,52.3384
0.57741,42.645,0.290949,sne_ia,mu,7.5248,-43.0341
0.57829,42.4174,0.24485,sne_ia,mu,333.596,-17.734
0.57823,42.4512,0.241176,sne_ia,mu,130.216,44.1143
0.57875,42.4272,0.214391,sne_ia,mu,36.9458,-4.0325
0.57884,42.5317,0.231686,sne_ia,mu,40.8651,-1.2774
0.57959,42.3923,0.23116,sne_ia,mu,215.439,53.0299
0.5806,42.573,0.262496,sne_ia,mu,215.676,52.7247
0.58073,42.7061,0.239821,sne_ia,mu,36.0616,-4.5172
0.58294,42.5408,0.168029,sne_ia,mu,36.5523,-4.1348
0.58328,42.7974,0.186201,sne_ia,mu,333.969,-18.1957
0.58375,42.4765,0.198486,sne_ia,mu,36.9694,-4.1803
0.58375,42.6489,0.184752,sne_ia,mu,36.9694,-4.1803
0.58382,42.4199,0.199369,sne_ia,mu,40.4513,-0.3686
0.58575,42.707,0.37297,sne_ia,mu,36.9426,-4.7173
0.58728,42.6241,0.203038,sne_ia,mu,334.11,-18.2321
0.58873,42.5021,0.220032,sne_ia,mu,36.2598,-4.2362
0.59028,42.5156,0.248253,sne_ia,mu,334.168,-18.1645
0.59184,42.4508,0.255828,sne_ia,mu,149.941,2.141
0.6006,42.6116,0.278838,sne_ia,mu,215.551,53.1843
0.60149,42.7562,0.394779,sne_ia,mu,35.1227,-5.5293
0.60327,42.7503,0.2001,sne_ia,mu,333.497,-18.2123
0.6062,42.6158,0.275076,sne_ia,mu,35.1281,-6.4465
0.60826,42.5904,0.228388,sne_ia,mu,333.711,-17.9565
0.6088,42.4282,0.350327,sne_ia,mu,7.8305,-42.5014
0.60873,42.6179,0.230751,sne_ia,mu,36.2749,-5.853
0.60987,42.6876,0.321483,sne_ia,mu,150.361,2.3177
0.61064,42.6686,0.184238,sne_ia,mu,214.442,52.2676
0.61125,42.9049,0.247686,sne_ia,mu,333.988,-17.6955
0.61171,42.701,0.16444,sne_ia,mu,36.2434,-4.2509
0.61571,42.7085,0.347272,sne_ia,mu,36.1035,-4.7128
0.61869,42.7164,0.388756,sne_ia,mu,35.1339,-6.624
0.61942,42.6948,0.2753,sne_ia,mu,55.0891,-26.5127
0.61988,42.7557,0.154862,sne_ia,mu,150.539,1.8992
0.62063,42.6988,0.268136,sne_ia,mu,214.458,52.9636
0.62188,42.5894,0.275623,sne_ia,mu,150.218,2.0412
0.62523,42.6577,0.215148,sne_ia,mu,334.379,-17.6297
0.62723,42.585,0.244041,sne_ia,mu,334.159,-18.0664
0.63071,42.6632,0.202856,sne_ia,mu,36.7377,-4.1176
0.63189,42.3111,0.32695,sne_ia,mu,150.008,2.2159
0.63223,42.8493,0.323662,sne_ia,mu,333.6,-17.7767
0.63392,42.5972,0.147609,sne_ia,mu,37.0406,-4.0471
0.63771,42.5298,0.442879,sne_ia,mu,36.8686,-4.7449
0.63787,42.8637,0.31082,sne_ia,mu,43.5025,-0.3703
0.63823,42.6594,0.367516,sne_ia,mu,333.448,-18.1653
0.63866,42.7804,0.261646,sne_ia,mu,35.135,-4.6525
0.63936,42.79,0.171844,sne_ia,mu,52.4089,-28.2164
0.6419,42.8476,0.256941,sne_ia,mu,149.859,2.0136
0.64305,42.3609,0.407842,sne_ia,mu,33.8732,-5.0525
0.64364,42.7992,0.309841,sne_ia,mu,214.552,52.6583
0.64363,42.8034,0.316528,sne_ia,mu,214.823,52.6875
0.64763,42.819,0.288435,sne_ia,mu,214.382,53.1679
0.64846,43.0397,0.272369,sne_ia,mu,34.905,-5.8691
0.64863,42.7335,0.310678,sne_ia,mu,214.974,52.743
0.64964,42.7805,0.149571,sne_ia,mu,51.7764,-28.6278
0.66207,42.9793,0.279772,sne_ia,mu,36.0949,-4.3536
0.66463,42.8698,0.233989,sne_ia,mu,215.307,52.9038
0.67065,43.0677,0.274795,sne_ia,mu,214.749,52.6676
0.67767,43.2251,0.311797,sne_ia,mu,36.5677,-4.9351
0.68195,42.8376,0.239367,sne_ia,mu,150.418,2.5662
0.68365,43.1716,0.407734,sne_ia,mu,214.382,52.9125
0.68517,43.0166,0.366173,sne_ia,mu,333.591,-17.9435
0.68867,42.8137,0.226508,sne_ia,mu,36.6929,-4.8625
0.68937,42.8535,0.15677,sne_ia,mu,53.37,-28.4427
0.68937,43.0444,0.271991,sne_ia,mu,53.37,-28.4427
0.69065,42.9143,0.425857,sne_ia,mu,214.848,53.023
0.69316,42.9162,0.318024,sne_ia,mu,334.174,-17.9263
0.69716,42.9692,0.212738,sne_ia,mu,334.174,-18.1051
0.69816,42.9671,0.342807,sne_ia,mu,333.899,-18.2291
0.69916,42.9402,0.338462,sne_ia,mu,333.749,-18.1334
0.69916,43.0691,0.215345,sne_ia,mu,333.749,-18.1334
0.69933,43.1107,0.155898,sne_ia,mu,52.3094,-28.3854
0.69997,43.1147,0.29538,sne_ia,mu,150.188,2.5729
0.70064,42.917,0.223194,sne_ia,mu,36.2033,-4.569
0.70115,43.0968,0.261582,sne_ia,mu,333.901,-17.8389
0.70197,42.8962,0.462713,sne_ia,mu,150.305,2.415
0.70198,43.0433,0.252753,sne_ia,mu,150.479,2.0929
0.71565,42.9944,0.245932,sne_ia,mu,215.247,53.1789
0.71867,42.8739,0.18843,sne_ia,mu,214.356,52.6188
0.71962,43.1638,0.204549,sne_ia,mu,35.9718,-4.4593
0.71964,42.97,0.342226,sne_ia,mu,36.4748,-4.9946
0.72013,43.1612,0.243162,sne_ia,mu,333.377,-17.7008
0.72067,43.0459,0.305174,sne_ia,mu,214.631,52.4429
0.72667,43.0811,0.248363,sne_ia,mu,214.247,52.8825
0.72767,43.008,0.257091,sne_ia,mu,214.292,53.0248
0.72861,43.005,0.283498,sne_ia,mu,35.1805,-6.9511
0.73012,42.9186,0.321961,sne_ia,mu,333.766,-17.8835
0.73163,43.1799,0.196424,sne_ia,mu,52.3035,-28.9116
0.73362,42.9845,0.195902,sne_ia,mu,36.302,-4.7016
0.734,43.22,0.388289,sne_ia,mu,149.835,2.5089
0.73501,43.2537,0.224615,sne_ia,mu,149.785,2.602
0.73562,43.1807,0.25711,sne_ia,mu,36.3464,-4.6427
0.73602,43.1675,0.425639,sne_ia,mu,150.426,2.1238
0.73668,42.992,0.21489,sne_ia,mu,214.198,52.5925
0.74202,43.4813,0.32514,sne_ia,mu,149.702,1.7717
0.74269,43.0825,0.327179,sne_ia,mu,214.241,52.3795
0.74566,43.1675,0.195179,sne_ia,mu,215.542,52.8781
0.74613,42.9817,0.25474,sne_ia,mu,150.156,1.7119
0.7491,42.9396,0.262488,sne_ia,mu,333.754,-17.396
0.74932,43.1772,0.163225,sne_ia,mu,52.3989,-28.6476
0.75068,42.9012,0.318716,sne_ia,mu,215.64,52.1852
0.75904,43.2469,0.233153,sne_ia,mu,150.243,2.3727
0.76069,43.0667,0.201161,sne_ia,mu,214.689,52.3231
0.76108,43.1767,0.236628,sne_ia,mu,333.381,-17.2888
0.76159,43.131,0.239872,sne_ia,mu,36.1239,-4.5703
0.7656,43.2369,0.225434,sne_ia,mu,36.6378,-4.1072
0.7666,43.4224,0.250162,sne_ia,mu,36.6496,-4.4226
0.76668,43.3623,0.27025,sne_ia,mu,214.792,52.9593
0.76707,43.5587,0.25715,sne_ia,mu,334.089,-17.229
0.7686,43.2929,0.311675,sne_ia,mu,36.6037,-4.3994
0.76933,43.2168,0.162741,sne_ia,mu,53.0758,-28.9065
0.77308,43.3568,0.295081,sne_ia,mu,333.986,-17.9861
0.77931,43.0395,0.311092,sne_ia,mu,52.2841,-28.9516
0.78806,43.3042,0.232049,sne_ia,mu,334.324,-17.8802
0.78905,43.3837,0.271177,sne_ia,mu,334.06,-17.3956
0.78929,43.1995,0.165559,sne_ia,mu,52.5384,-27.3174
0.79656,42.9026,0.372096,sne_ia,mu,36.0396,-4.9787
0.79858,43.4338,0.288144,sne_ia,mu,36.7319,-4.3022
0.83973,43.36,0.211845,sne_ia,mu,189.451,62.2265
0.83973,43.2012,0.390423,sne_ia,mu,189.451,62.2265
0.85474,43.6168,0.299913,sne_ia,mu,189.145,62.2636
0.93577,43.5331,0.239939,sne_ia,mu,189.371,62.1911
0.97424,44.1111,0.201519,sne_ia,mu,53.1056,-27.7508
1.01236,44.1177,0.367085,sne_ia,mu,35.4253,-3.3648
1.0198,44.2757,0.225903,sne_ia,mu,189.337,62.2282
1.02081,43.9706,0.47547,sne_ia,mu,189.105,62.2566
1.02781,44.5364,0.353385,sne_ia,mu,189.086,62.1807
1.04819,44.4229,0.488758,sne_ia,mu,356.373,-36.546
1.12085,44.4405,0.22363,sne_ia,mu,189.058,62.2021
1.23589,44.905,0.273735,sne_ia,mu,189.236,62.2148
1.29912,44.8641,0.275291,sne_ia,mu,53.1563,-27.7796
1.30412,44.7206,0.316517,sne_ia,mu,53.1033,-27.7716
1.30612,45.0197,0.445162,sne_ia,mu,53.1847,-27.9184
1.31311,44.7867,0.316349,sne_ia,mu,35.4437,-3.3823
1.32911,44.8745,0.238344,sne_ia,mu,53.0869,-27.8282
1.34093,44.7541,0.306395,sne_ia,mu,189.288,62.1914
1.35134,44.5492,0.31846,sne_ia,mu,217.328,34.6437
1.3561,44.8094,0.238282,sne_ia,mu,53.0418,-27.8305
1.39096,44.7944,0.374345,sne_ia,mu,189.225,62.1397
1.54295,45.0902,0.371014,sne_ia,mu,150.061,2.1924
1.54903,45.293,0.233771,sne_ia,mu,53.1584,-27.7775
1.61499,45.1595,0.333024,sne_ia,mu,215.2,53.0728
1.69702,45.2863,0.38048,sne_ia,mu,322.35,0.1402
1.80111,45.4865,0.281981,sne_ia,mu,189.32,62.2782
1.9116,45.4233,0.358642,sne_ia,mu,34.4431,-5.2566
2.2613,46.1828,0.281309,sne_ia,mu,189.157,62.3092
3.235,46.423817,0.308447,quasar,mu,,
3.296,45.619236,0.204168,quasar,mu,,
3.034,44.985864,0.174085,quasar,mu,,
3.284,46.546097,0.330107,quasar,mu,,
3.034,46.447673,0.205458,quasar,mu,,
3.122,47.885192,0.277542,quasar,mu,,
3.118,46.04478,0.198466,quasar,mu,,
3.166,46.192688,0.191215,quasar,mu,,
3.096,44.800636,0.153017,quasar,mu,,
3.114,47.470158,0.283754,quasar,mu,,
3.155,47.076143,0.303656,quasar,mu,,
3.101,46.53176,0.253741,quasar,mu,,
3.197,46.318262,0.193485,quasar,mu,,
3.028,45.980835,0.200585,quasar,mu,,
4.08,48.653926,1.287278,quasar,mu,,
4.44,48.513093,1.055686,quasar,mu,,
5.0,49.347473,1.418987,quasar,mu,,
4.01,44.713502,1.066085,quasar,mu,,
4.34,46.222274,0.729113,quasar,mu,,
4.44,45.865503,1.206905,quasar,mu,,
4.51,47.102194,1.004137,quasar,mu,,
4.09,46.746449,0.62911,quasar,mu,,
4.14,47.924782,0.974033,quasar,mu,,
5.41,43.636322,1.211432,quasar,mu,,
4.15,45.962457,0.626035,quasar,mu,,
4.14,45.892108,1.048515,quasar,mu,,
5.09,46.382872,1.398912,quasar,mu,,
5.82,45.92982,1.474958,quasar,mu,,
5.99,47.513254,0.766781,quasar,mu,,
6.05,47.406816,1.49827,quasar,mu,,
6.07,47.57666,1.274247,quasar,mu,,
6.3,47.938096,0.643578,quasar,mu,,
6.31,44.784496,0.554352,quasar,mu,,
7.08,47.112827,0.572492,quasar,mu,,
0.4772,43.647612,0.136171,quasar,mu,,
0.3001,42.38367,0.192451,quasar,mu,,
0.77,42.68182,0.172286,quasar,mu,,
0.957,47.250108,0.194239,quasar,mu,,
1.7039,44.646606,0.257122,quasar,mu,,
1.3301,43.22766,0.199276,quasar,mu,,
0.4661,42.680608,0.156925,quasar,mu,,
0.8909,43.751886,0.139768,quasar,mu,,
0.7218,42.400159,0.170959,quasar,mu,,
1.0408,42.67241,0.237603,quasar,mu,,
0.5719,42.85953,0.157022,quasar,mu,,
0.6294,43.537721,0.116928,quasar,mu,,
0.9842,43.045112,0.1728,quasar,mu,,
1.1254,44.296393,0.206731,quasar,mu,,
0.8269,42.911416,0.202878,quasar,mu,,
0.8064,43.873499,0.192527,quasar,mu,,
1.0029,42.861524,0.196858,quasar,mu,,
1.627,44.359477,0.276052,quasar,mu,,
0.9956,42.846706,0.20509,quasar,mu,,
1.397,45.748858,0.12565,quasar,mu,,
0.861,42.959938,0.22149,quasar,mu,,
1.0154,44.065719,0.186819,quasar,mu,,
1.6757,43.892658,0.28262,quasar,mu,,
0.5829,44.182321,0.293802,quasar,mu,,
1.2249,46.412766,0.221663,quasar,mu,,
1.3114,44.619985,0.268857,quasar,mu,,
0.445,41.98833,0.248061,quasar,mu,,
0.7764,43.295118,0.177498,quasar,mu,,
1.2335,43.288544,0.198854,quasar,mu,,
1.0577,43.676461,0.297379,quasar,mu,,
0.8835,44.106271,0.126518,quasar,mu,,
0.6952,43.811544,0.113579,quasar,mu,,
1.5449,45.564484,0.244186,quasar,mu,,
1.0345,43.137969,0.225413,quasar,mu,,
0.4427,44.561981,0.373487,quasar,mu,,
0.7605,40.394814,0.12286,quasar,mu,,
1.1606,43.877379,0.236988,quasar,mu,,
1.3452,45.908477,0.294781,quasar,mu,,
0.9214,44.837286,0.210626,quasar,mu,,
1.2463,45.506984,0.234046,quasar,mu,,
1.9247,44.636516,0.497626,quasar,mu,,
1.083,39.005319,0.177249,quasar,mu,,
0.6498,42.889523,0.245649,quasar,mu,,
0.7545,42.592088,0.237876,quasar,mu,,
0.7147,42.768035,0.251169,quasar,mu,,
0.7144,41.426538,0.087808,quasar,mu,,
0.8628,45.609601,0.2348,quasar,mu,,
1.2267,45.103563,0.283046,quasar,mu,,
1.8639,45.322331,0.416487,quasar,mu,,
0.8561,44.165707,0.322948,quasar,mu,,
0.551,44.123092,0.257524,quasar,mu,,
1.1477,44.368852,0.21973,quasar,mu,,
1.6391,45.595612,0.419575,quasar,mu,,
1.0757,43.998906,0.205422,quasar,mu,,
1.6796,46.603902,0.316349,quasar,mu,,
1.2055,44.88547,0.307085,quasar,mu,,
0.7422,44.07895,0.255601,quasar,mu,,
0.7724,44.625593,0.263428,quasar,mu,,
0.8478,44.745315,0.267451,quasar,mu,,
0.7632,43.282149,0.239712,quasar,mu,,
0.8111,43.352365,0.264035,quasar,mu,,
0.5052,43.790085,0.261484,quasar,mu,,
0.8185,44.809376,0.285582,quasar,mu,,
1.0685,45.443788,0.289018,quasar,mu,,
1.2253,45.68887,0.352989,quasar,mu,,
0.751,43.616016,0.248547,quasar,mu,,
0.2436,40.268198,0.184945,quasar,mu,,
1.1496,44.561963,0.418676,quasar,mu,,
0.9505,43.857737,0.238217,quasar,mu,,
0.7861,43.158941,0.338819,quasar,mu,,
0.5563,44.607258,0.241699,quasar,mu,,
1.1516,45.425112,0.273295,quasar,mu,,
0.3656,42.599682,0.372942,quasar,mu,,
0.2525,40.051363,0.160663,quasar,mu,,
1.6448,46.005498,0.368589,quasar,mu,,
1.1749,45.991123,0.40025,quasar,mu,,
1.1816,46.857081,0.224396,quasar,mu,,
0.6496,40.37531,0.15912,quasar,mu,,
0.2916,40.587393,0.166216,quasar,mu,,
