z,val,err,probe,type,RA,DEC
0.03316,36.0229,0.243018,sne_ia,mu,338.465,20.8024
0.03323,35.8276,0.259126,sne_ia,mu,179.059,60.522
0.0331,35.9089,0.177213,sne_ia,mu,191.413,35.0868
0.03432,35.7587,0.312966,sne_ia,mu,244.521,21.5511
0.03352,35.9188,0.207416,sne_ia,mu,338.095,30.8287
0.03352,35.9378,0.211316,sne_ia,mu,338.095,30.8287
0.03565,35.7837,0.217075,sne_ia,mu,202.503,-27.9739
0.03533,35.825,0.340606,sne_ia,mu,229.178,7.3966
0.0337,35.9757,0.358083,sne_ia,mu,90.8194,-26.8986
0.03481,35.7348,0.155656,sne_ia,mu,9.0749,11.3946
0.0341,35.8566,0.205773,sne_ia,mu,146.643,30.6553
0.03351,35.9118,0.165632,sne_ia,mu,42.5302,12.8462
0.03492,35.8816,0.169326,sne_ia,mu,230.671,50.9766
0.03574,35.8937,0.211664,sne_ia,mu,115.486,-62.5194
0.03369,35.8012,0.48333,sne_ia,mu,36.9303,28.1768
0.03369,35.8038,0.482057,sne_ia,mu,36.9303,28.1768
0.03497,35.8349,0.334212,sne_ia,mu,156.801,71.4157
0.03445,35.861,0.1686,sne_ia,mu,5.171,25.229
0.03518,35.9905,0.374822,sne_ia,mu,254.125,27.9779
0.03542,36.234,0.188455,sne_ia,mu,263.908,8.809
0.03495,35.9591,0.225173,sne_ia,mu,26.0272,34.3827
0.03495,36.1545,0.230318,sne_ia,mu,26.0272,34.3827
0.03564,35.9325,0.204232,sne_ia,mu,200.378,-2.149
0.03501,35.5515,0.204326,sne_ia,mu,210.815,41.6041
0.03592,35.9909,0.187185,sne_ia,mu,93.1391,-14.2575
0.03544,35.8586,0.223482,sne_ia,mu,219.459,30.4839
0.03602,36.1845,0.187245,sne_ia,mu,315.99,13.3684
0.03577,36.0035,0.185251,sne_ia,mu,200.304,40.2657
0.03643,35.9282,0.1566,sne_ia,mu,1.008,-11.1687
0.03643,35.8836,0.185109,sne_ia,mu,1.008,-11.1687
0.03725,36.0748,0.289284,sne_ia,mu,1.5575,8.8882
0.03631,35.8056,0.308166,sne_ia,mu,196.98,34.0851
0.03631,35.9287,0.318471,sne_ia,mu,196.98,34.0851
0.03616,36.0695,0.175025,sne_ia,mu,11.6606,36.3327
0.03654,36.08,0.336812,sne_ia,mu,334.388,33.2559
0.03591,35.9637,0.166565,sne_ia,mu,34.5836,37.4663
0.03646,36.0475,0.166339,sne_ia,mu,238.234,65.9369
0.03627,36.0067,0.135213,sne_ia,mu,24.5504,41.6552
0.03627,35.9927,0.149174,sne_ia,mu,24.5504,41.6552
0.03589,35.8698,0.18969,sne_ia,mu,167.357,29.5732
0.03704,35.9789,0.163683,sne_ia,mu,324.921,24.4065
0.03639,35.949,0.262609,sne_ia,mu,61.561,-8.8856
0.03652,36.3333,0.171248,sne_ia,mu,52.4617,0.0568
0.03652,36.2185,0.171341,sne_ia,mu,52.4617,0.0568
0.03761,36.0063,0.206656,sne_ia,mu,341.553,10.5588
0.03672,36.0624,0.163008,sne_ia,mu,27.4317,32.6286
0.03641,36.0889,0.198876,sne_ia,mu,44.488,46.8657
0.03732,35.8938,0.151724,sne_ia,mu,224.022,45.4047
0.03732,35.8617,0.152703,sne_ia,mu,224.022,45.4047
0.0379,36.1141,0.236153,sne_ia,mu,17.9548,14.6408
0.03762,36.5177,0.245806,sne_ia,mu,256.029,25.0529
0.0394,36.2254,0.311188,sne_ia,mu,104.394,-45.8123
0.03748,36.2564,0.149974,sne_ia,mu,196.835,35.7844
0.03835,36.0125,0.17035,sne_ia,mu,229.995,4.9046
0.03832,36.026,0.219507,sne_ia,mu,226.511,7.5615
0.03871,36.0125,0.204712,sne_ia,mu,230.668,-5.9211
0.038,36.1962,0.220822,sne_ia,mu,60.8598,-5.492
0.03928,36.2125,0.18352,sne_ia,mu,165.402,-6.1088
0.03996,36.284,0.147901,sne_ia,mu,332.715,2.1082
0.03891,36.5486,0.234635,sne_ia,mu,56.8476,0.8772
0.04015,36.0167,0.143473,sne_ia,mu,266.032,40.881
0.04015,36.0818,0.14498,sne_ia,mu,266.032,40.881
0.03975,35.9918,0.210464,sne_ia,mu,1.4732,8.4302
0.04056,36.1263,0.168835,sne_ia,mu,162.03,0.1635
0.04045,36.4104,0.307187,sne_ia,mu,132.48,56.099
0.04027,36.0403,0.147245,sne_ia,mu,188.743,50.8512
0.04059,36.3153,0.150794,sne_ia,mu,248.615,76.0297
0.04023,36.5601,0.280122,sne_ia,mu,54.0064,1.1034
0.0428,36.2101,0.208042,sne_ia,mu,348.805,-44.7433
0.04239,36.5106,0.426487,sne_ia,mu,290.663,43.8908
0.04223,36.2931,0.151018,sne_ia,mu,163.511,46.0267
0.04251,35.9138,0.29449,sne_ia,mu,222.153,-4.7419
0.0413,36.2521,0.175538,sne_ia,mu,55.5969,39.2418
0.0413,36.2071,0.166515,sne_ia,mu,55.5969,39.2418
0.04265,36.2018,0.162522,sne_ia,mu,38.0109,-26.6659
0.04252,36.2457,0.207056,sne_ia,mu,228.476,4.7573
0.04328,36.4165,0.166064,sne_ia,mu,112.572,25.0321
0.04275,36.2137,0.152187,sne_ia,mu,14.3899,-1.3886
0.04275,36.2882,0.166626,sne_ia,mu,14.3899,-1.3886
0.04391,36.2594,0.177777,sne_ia,mu,23.5627,-17.8121
0.04307,36.3298,0.181208,sne_ia,mu,233.094,41.8504
0.04404,36.5469,0.231201,sne_ia,mu,290.12,54.2087
0.04397,36.2916,0.249078,sne_ia,mu,344.927,-0.0137
0.0451,36.551,0.270525,sne_ia,mu,74.8628,-58.8304
0.04366,36.5114,0.286272,sne_ia,mu,14.0721,-1.6294
0.04429,36.4565,0.162334,sne_ia,mu,18.4888,0.3717
0.04433,36.6866,0.304921,sne_ia,mu,234.779,9.2946
0.04502,36.4541,0.196266,sne_ia,mu,181.021,14.0681
0.04496,36.4634,0.173532,sne_ia,mu,29.1998,-0.2137
0.04496,36.5139,0.151933,sne_ia,mu,29.1998,-0.2137
0.04488,36.1579,0.182756,sne_ia,mu,241.06,16.6902
0.04549,36.3811,0.196005,sne_ia,mu,145.807,41.3173
0.04627,36.2636,0.218105,sne_ia,mu,204.198,5.1418
0.04612,36.5394,0.159223,sne_ia,mu,225.652,23.3528
0.04541,36.3247,0.195021,sne_ia,mu,32.7073,34.9828
0.04673,36.5081,0.209562,sne_ia,mu,150.807,1.8953
0.0467,36.4713,0.19409,sne_ia,mu,191.603,11.9489
0.04692,36.4786,0.148197,sne_ia,mu,211.886,-26.5518
0.04692,36.4857,0.182928,sne_ia,mu,211.886,-26.5518
0.04764,36.7582,0.280677,sne_ia,mu,146.133,-12.3082
0.04677,36.5642,0.229149,sne_ia,mu,155.625,15.0966
0.04734,36.6009,0.161688,sne_ia,mu,154.819,4.7617
0.04768,36.5946,0.145385,sne_ia,mu,191.19,9.7597
0.0478,36.5627,0.208806,sne_ia,mu,207.455,-3.08
0.04777,36.4976,0.165873,sne_ia,mu,250.29,50.9724
0.04777,36.3735,0.154741,sne_ia,mu,250.29,50.9724
0.04867,36.3303,0.135835,sne_ia,mu,341.392,-8.7513
0.04839,36.641,0.181462,sne_ia,mu,320.924,33.1147
0.05018,36.5997,0.202684,sne_ia,mu,323.747,-62.7371
0.04896,36.4691,0.176995,sne_ia,mu,162.802,19.3625
0.04928,36.5828,0.168097,sne_ia,mu,201.105,30.9563
0.05019,36.6402,0.244395,sne_ia,mu,150.894,-35.4626
0.04952,36.4714,0.18553,sne_ia,mu,215.085,-9.3009
0.0498,36.5693,0.155812,sne_ia,mu,272.8,49.8613
0.04998,36.8583,0.163226,sne_ia,mu,344.915,2.1498
0.04944,36.5403,0.453411,sne_ia,mu,48.8004,43.1703
0.0497,36.4621,0.201896,sne_ia,mu,234.642,13.3478
0.05063,36.5461,0.190961,sne_ia,mu,358.356,-15.6545
0.05071,36.7036,0.133364,sne_ia,mu,122.312,-18.6536
0.04995,36.8523,0.302557,sne_ia,mu,236.13,16.3035
0.05139,36.8804,0.16836,sne_ia,mu,1.7631,-20.6968
0.05196,36.393,0.201448,sne_ia,mu,10.4593,-9.3053
0.05165,36.5862,0.156832,sne_ia,mu,209.768,33.139
0.05148,36.7759,0.228182,sne_ia,mu,202.785,-33.2152
0.05232,36.8679,0.208308,sne_ia,mu,33.7702,-20.7662
0.05232,36.5433,0.298829,sne_ia,mu,33.7702,-20.7662
0.05229,36.8411,0.218249,sne_ia,mu,32.8711,-16.5102
0.0532,36.9144,0.207509,sne_ia,mu,338.344,-1.357
0.05268,36.7752,0.161766,sne_ia,mu,75.9333,3.4125
0.05291,36.8474,0.172204,sne_ia,mu,250.811,32.6751
0.05449,36.8631,0.133817,sne_ia,mu,138.824,-25.6001
0.0543,36.8327,0.178902,sne_ia,mu,215.075,-22.189
0.05485,36.8581,0.149593,sne_ia,mu,216.826,-1.6753
0.05529,36.6433,0.175423,sne_ia,mu,211.969,9.642
0.05513,36.8676,0.194374,sne_ia,mu,184.268,46.6275
0.05641,36.8109,0.193162,sne_ia,mu,211.673,30.3188
0.05658,36.9098,0.185051,sne_ia,mu,340.425,-0.1369
0.05668,37.0393,0.176308,sne_ia,mu,163.742,14.2716
0.05631,36.9903,0.171451,sne_ia,mu,21.7017,-1.2381
0.0568,37.0687,0.221323,sne_ia,mu,255.03,23.1324
0.0576,36.9821,0.138149,sne_ia,mu,27.9506,0.2633
0.0576,36.9324,0.14674,sne_ia,mu,27.9506,0.2633
0.05708,36.9545,0.182842,sne_ia,mu,8.6861,-6.1589
0.05837,36.9802,0.215566,sne_ia,mu,167.624,55.1608
0.05837,37.146,0.252804,sne_ia,mu,167.624,55.1608
0.06079,37.032,0.17759,sne_ia,mu,152.69,-3.7775
0.0613,37.1631,0.123921,sne_ia,mu,189.741,11.1295
0.0613,37.1925,0.16057,sne_ia,mu,189.741,11.1295
0.06067,37.1383,0.198009,sne_ia,mu,353.952,20.7088
0.06116,36.9608,0.196145,sne_ia,mu,332.687,-20.7881
0.06116,36.9691,0.141986,sne_ia,mu,332.687,-20.7881
0.06142,37.0747,0.183316,sne_ia,mu,320.929,-0.8435
0.0637,37.3517,0.206518,sne_ia,mu,52.3749,-37.2718
0.06419,37.0197,0.155855,sne_ia,mu,170.493,-13.9837
0.06398,37.0786,0.154429,sne_ia,mu,155.154,-2.4668
0.06485,37.0851,0.153034,sne_ia,mu,255.467,79.0318
0.06603,37.3617,0.203312,sne_ia,mu,149.646,0.743
0.06652,37.1627,0.296189,sne_ia,mu,52.5536,-0.9746
0.06723,37.4237,0.194412,sne_ia,mu,159.936,15.0347
0.06731,37.2344,0.203006,sne_ia,mu,70.6025,-21.7244
0.06758,37.4935,0.190499,sne_ia,mu,343.793,-0.4102
0.06841,37.2381,0.191221,sne_ia,mu,115.123,10.9333
0.06908,37.4213,0.159324,sne_ia,mu,159.868,5.1834
0.0691,37.2817,0.174144,sne_ia,mu,215.069,15.3417
0.07076,37.2944,0.277681,sne_ia,mu,158.717,-34.4417
0.07028,37.2961,0.226908,sne_ia,mu,169.877,54.4628
0.07028,37.2775,0.212322,sne_ia,mu,169.877,54.4628
0.07046,37.4787,0.176182,sne_ia,mu,150.992,49.0412
0.07113,37.4814,0.447068,sne_ia,mu,163.892,-3.3663
0.07068,37.4543,0.24781,sne_ia,mu,328.994,-1.0702
0.07074,37.3712,0.228257,sne_ia,mu,18.5927,-13.1531
0.07094,37.3552,0.196012,sne_ia,mu,253.706,36.7252
0.07149,37.2494,0.16107,sne_ia,mu,352.644,-18.8915
0.07134,37.4155,0.208957,sne_ia,mu,159.985,58.4149
0.07193,37.5618,0.180815,sne_ia,mu,148.684,23.1981
0.07196,37.6319,0.199695,sne_ia,mu,44.9724,1.1607
0.07301,37.6225,0.304764,sne_ia,mu,195.827,-23.0658
0.07398,37.5535,0.176502,sne_ia,mu,239.794,14.6416
0.07478,37.4346,0.222054,sne_ia,mu,322.075,-61.5504
0.07467,37.4501,0.192118,sne_ia,mu,171.409,7.3336
0.0749,37.4763,0.179761,sne_ia,mu,19.1825,0.7946
0.0749,37.5656,0.154994,sne_ia,mu,19.1825,0.7946
0.07514,37.8142,0.289148,sne_ia,mu,36.4131,24.7649
0.07529,37.5461,0.217171,sne_ia,mu,17.1024,21.1516
0.07557,37.6342,0.198325,sne_ia,mu,164.38,57.2977
0.07855,37.5715,0.150392,sne_ia,mu,305.074,-23.7435
0.07833,37.8315,0.146078,sne_ia,mu,179.957,54.8022
0.07849,38.0154,0.239252,sne_ia,mu,31.6128,-0.8995
0.07849,38.0942,0.180119,sne_ia,mu,31.6128,-0.8995
0.07891,37.7843,0.238199,sne_ia,mu,309.472,1.2211
0.07901,37.53,0.147217,sne_ia,mu,9.4247,1.7628
0.07966,37.6003,0.157805,sne_ia,mu,131.469,43.8188
0.08024,37.6668,0.119289,sne_ia,mu,224.182,9.3285
0.08141,37.7215,0.219648,sne_ia,mu,351.667,-0.8403
0.08221,37.8192,0.217606,sne_ia,mu,213.238,52.7437
0.08255,37.6774,0.265638,sne_ia,mu,26.7931,-0.147
0.08282,37.9939,0.195118,sne_ia,mu,5.4066,-1.01
0.08366,37.9686,0.221594,sne_ia,mu,354.058,23.696
0.08544,37.8406,0.128563,sne_ia,mu,19.0524,0.7919
0.08656,37.8484,0.21681,sne_ia,mu,28.8874,33.8229
0.08848,37.7772,0.253181,sne_ia,mu,337.672,-0.7766
0.09015,37.9202,0.21704,sne_ia,mu,130.237,44.5243
0.09066,38.0269,0.167553,sne_ia,mu,130.349,43.0544
0.09181,38.1602,0.266341,sne_ia,mu,351.71,-0.7301
0.09284,38.2226,0.493293,sne_ia,mu,126.107,24.9978
0.09968,38.4377,0.194713,sne_ia,mu,150.859,1.0294
0.10142,38.2982,0.165557,sne_ia,mu,214.667,54.1831
0.10237,38.4085,0.187412,sne_ia,mu,148.988,2.2635
0.10231,38.2511,0.199553,sne_ia,mu,183.738,46.845
0.10298,38.1815,0.18625,sne_ia,mu,53.6285,-27.3206
0.10338,38.3338,0.12638,sne_ia,mu,4.1723,-0.4245
0.10351,38.2079,0.196456,sne_ia,mu,358.586,-0.9176
0.10485,38.4295,0.236183,sne_ia,mu,347.827,0.5046
0.10638,38.2611,0.195537,sne_ia,mu,11.2239,-0.9971
0.10684,38.4624,0.151122,sne_ia,mu,5.6834,-0.479
0.10694,38.4295,0.210466,sne_ia,mu,329.268,-0.2235
0.10728,38.7801,0.468541,sne_ia,mu,150.818,3.4749
0.10751,38.4984,0.180059,sne_ia,mu,28.1414,1.2441
0.1081,38.4017,0.187108,sne_ia,mu,150.193,2.5513
0.10886,38.4016,0.133183,sne_ia,mu,350.018,-0.0554
0.10988,38.5701,0.179741,sne_ia,mu,186.336,46.0152
0.11243,38.6214,0.163201,sne_ia,mu,328.447,0.0151
0.11365,38.3876,0.194923,sne_ia,mu,12.2879,0.597
0.11628,38.5408,0.159897,sne_ia,mu,7.7215,-0.7188
0.11635,38.6302,0.185742,sne_ia,mu,49.6409,0.1233
0.11741,38.5727,0.239635,sne_ia,mu,46.3434,0.8584
0.11771,38.6088,0.214419,sne_ia,mu,352.03,0.8564
0.11797,38.4157,0.127058,sne_ia,mu,349.374,0.4294
0.11878,38.5629,0.212381,sne_ia,mu,161.159,57.8111
0.11992,38.5958,0.200195,sne_ia,mu,3.2505,0.2482
0.12042,38.7926,0.252257,sne_ia,mu,323.694,1.1759
0.12067,38.6348,0.302627,sne_ia,mu,131.449,44.4206
0.1219,38.5945,0.157915,sne_ia,mu,332.931,0.5791
0.12208,38.6119,0.231142,sne_ia,mu,242.396,53.8672
0.12262,38.6853,0.144584,sne_ia,mu,53.6851,0.3555
0.12303,38.5967,0.274641,sne_ia,mu,315.922,0.5696
0.12336,38.6164,0.162163,sne_ia,mu,13.8437,-0.3888
0.12356,38.8009,0.333367,sne_ia,mu,1.6906,-0.0368
0.12363,38.8242,0.150324,sne_ia,mu,353.102,0.2956
0.12377,38.6504,0.145797,sne_ia,mu,46.0886,-1.063
0.12384,38.835,0.221531,sne_ia,mu,357.908,0.2798
0.12455,38.7616,0.12587,sne_ia,mu,332.543,0.5033
0.12542,39.1417,0.298944,sne_ia,mu,340.701,-0.9018
0.12608,38.4956,0.293348,sne_ia,mu,55.497,-0.7827
0.12688,38.8125,0.259679,sne_ia,mu,341.246,-1.0066
0.12694,38.6849,0.280884,sne_ia,mu,329.198,0.3175
0.12705,38.7429,0.159508,sne_ia,mu,54.2771,0.0094
0.12716,38.7841,0.176913,sne_ia,mu,48.6323,0.2698
0.129,38.7547,0.150979,sne_ia,mu,29.9631,1.2165
0.12904,38.8403,0.212795,sne_ia,mu,46.7957,1.1196
0.12929,38.833,0.250442,sne_ia,mu,11.6342,0.8382
0.1294,38.8429,0.142748,sne_ia,mu,337.478,1.0586
0.13153,38.802,0.134576,sne_ia,mu,50.8813,0.6666
0.13269,38.7841,0.122177,sne_ia,mu,185.137,46.6661
0.13349,38.8266,0.283718,sne_ia,mu,41.734,-0.6906
0.13353,38.8434,0.157696,sne_ia,mu,27.169,-0.5766
0.13463,39.2366,0.199357,sne_ia,mu,53.5946,-1.1232
0.13514,39.0775,0.31333,sne_ia,mu,16.9583,0.8282
0.13599,38.9771,0.206627,sne_ia,mu,35.878,-4.6363
0.1364,38.8475,0.195569,sne_ia,mu,30.6364,-1.0892
0.13687,39.0095,0.224296,sne_ia,mu,318.956,0.6513
0.13696,38.9616,0.259136,sne_ia,mu,338.984,0.6092
0.13729,39.3511,0.230391,sne_ia,mu,333.432,0.3963
0.13811,38.8857,0.128482,sne_ia,mu,315.787,-1.0292
0.13818,38.9503,0.15974,sne_ia,mu,304.793,-1.0645
0.13824,39.0229,0.12425,sne_ia,mu,334.134,0.4733
0.13834,39.0401,0.319084,sne_ia,mu,347.975,-0.5781
0.13868,38.9999,0.176022,sne_ia,mu,305.009,-0.9757
0.13864,39.0467,0.130742,sne_ia,mu,333.937,0.4225
0.13959,39.0213,0.145767,sne_ia,mu,54.0721,-28.0515
0.1407,39.1775,0.184019,sne_ia,mu,317.837,-0.4453
0.14084,39.2835,0.203514,sne_ia,mu,1.4916,1.1031
0.14108,39.0407,0.212429,sne_ia,mu,35.879,-2.8604
0.1412,39.1237,0.260864,sne_ia,mu,36.7711,-5.0031
0.14311,39.047,0.160602,sne_ia,mu,52.7043,-1.2381
0.14335,39.5154,0.37065,sne_ia,mu,313.103,0.2777
0.14344,39.1135,0.129494,sne_ia,mu,333.967,-0.8252
0.14388,39.0756,0.170594,sne_ia,mu,37.1366,-1.0421
0.1441,39.016,0.24096,sne_ia,mu,325.002,-0.0079
0.14533,39.1518,0.210163,sne_ia,mu,309.203,0.0984
0.14624,39.1857,0.207408,sne_ia,mu,36.2552,-6.2786
0.14656,39.158,0.187578,sne_ia,mu,52.6735,-28.8632
0.14741,39.0154,0.197495,sne_ia,mu,53.526,-27.6321
0.14729,38.9672,0.171803,sne_ia,mu,350.692,0.5329
0.14759,39.134,0.188785,sne_ia,mu,318.199,0.9163
0.14757,39.161,0.170177,sne_ia,mu,242.843,55.0642
0.14812,39.2285,0.184985,sne_ia,mu,8.4839,-43.3497
0.14792,39.0382,0.157931,sne_ia,mu,332.081,-1.1964
0.14819,39.0239,0.142683,sne_ia,mu,33.9046,-4.2092
0.14882,39.1606,0.17494,sne_ia,mu,336.833,1.031
0.14923,39.1104,0.175216,sne_ia,mu,34.2729,0.2803
0.15036,39.1058,0.170038,sne_ia,mu,35.0957,-4.6725
0.15067,39.1687,0.134119,sne_ia,mu,128.835,43.8555
0.15186,39.0477,0.158769,sne_ia,mu,312.043,-1.1714
0.15272,39.3239,0.173198,sne_ia,mu,3.4286,0.6522
0.15304,39.2175,0.127754,sne_ia,mu,329.7,0.1977
0.15317,39.0991,0.159928,sne_ia,mu,16.8553,1.0437
0.15325,39.2564,0.179373,sne_ia,mu,43.1144,0.2518
0.15339,39.3639,0.175468,sne_ia,mu,8.1078,-1.054
0.15493,39.2076,0.167881,sne_ia,mu,3.5983,0.3331
0.15509,39.278,0.157843,sne_ia,mu,355.302,-1.1058
0.15518,39.3994,0.175858,sne_ia,mu,4.933,-0.4001
0.15591,38.9704,0.179204,sne_ia,mu,315.393,-0.2685
0.15654,39.2087,0.210288,sne_ia,mu,27.5648,-0.8873
0.15838,39.0794,0.163715,sne_ia,mu,5.7882,-0.0536
0.15906,39.4267,0.283686,sne_ia,mu,35.9021,-3.294
0.15922,38.9503,0.143914,sne_ia,mu,314.234,-0.279
0.15935,39.0908,0.143045,sne_ia,mu,55.5611,0.4783
0.16009,39.0428,0.270648,sne_ia,mu,53.4389,-29.6767
0.15991,39.2286,0.167715,sne_ia,mu,26.9626,0.6406
0.16036,39.2057,0.217053,sne_ia,mu,24.9003,-0.7587
0.16045,39.4242,0.26036,sne_ia,mu,212.627,53.9
0.1606,39.2162,0.20927,sne_ia,mu,359.884,0.7372
0.16134,39.3106,0.246322,sne_ia,mu,149.082,1.4095
0.1622,39.3252,0.224064,sne_ia,mu,32.9471,-0.9124
0.16357,39.2807,0.200998,sne_ia,mu,25.6597,1.0304
0.16431,39.2634,0.199319,sne_ia,mu,20.4067,-0.9772
0.16455,39.3293,0.139452,sne_ia,mu,37.1011,0.1847
0.16478,39.3182,0.150918,sne_ia,mu,26.1208,0.2298
0.16593,39.4938,0.241887,sne_ia,mu,312.417,0.4686
0.16595,39.1817,0.193496,sne_ia,mu,323.878,-0.9803
0.16817,39.2757,0.165826,sne_ia,mu,316.766,0.7231
0.16935,39.5155,0.182871,sne_ia,mu,149.466,3.4824
0.1696,39.6721,0.274897,sne_ia,mu,323.295,-0.9601
0.17029,39.4742,0.132684,sne_ia,mu,332.866,0.756
0.17137,39.5424,0.275502,sne_ia,mu,151.018,1.2155
0.17156,39.4603,0.214715,sne_ia,mu,36.2156,-3.3448
0.17239,39.5021,0.177409,sne_ia,mu,359.072,-0.5059
0.17274,39.2676,0.152344,sne_ia,mu,54.9068,-27.813
0.17282,39.7263,0.252568,sne_ia,mu,131.828,43.4081
0.17315,39.3871,0.131849,sne_ia,mu,16.9323,-1.0395
0.17357,39.5403,0.18318,sne_ia,mu,11.6814,-1.0329
0.1736,39.3493,0.151501,sne_ia,mu,163.682,58.6266
0.17383,39.5986,0.318528,sne_ia,mu,313.718,-0.1948
0.174,39.5734,0.137128,sne_ia,mu,31.8299,1.2521
0.17405,39.3317,0.154309,sne_ia,mu,30.7331,-0.5339
0.17431,39.5053,0.183971,sne_ia,mu,307.219,-0.7792
0.17427,39.5546,0.230974,sne_ia,mu,37.7311,0.9463
0.17428,39.4849,0.162645,sne_ia,mu,31.9105,-0.324
0.17483,39.7434,0.182014,sne_ia,mu,340.921,0.4214
0.17654,39.5164,0.135467,sne_ia,mu,54.9464,0.9928
0.17697,39.5095,0.175623,sne_ia,mu,356.172,-0.0301
0.17729,39.4771,0.138264,sne_ia,mu,308.195,0.9271
0.17769,39.3394,0.257355,sne_ia,mu,9.7015,-0.1792
0.1778,39.6477,0.131546,sne_ia,mu,184.375,47.5482
0.17839,39.9669,0.207864,sne_ia,mu,333.183,-0.0349
0.1789,39.641,0.157339,sne_ia,mu,323.234,-0.6998
0.17896,39.7672,0.201468,sne_ia,mu,351.142,0.227
0.17916,39.5355,0.229828,sne_ia,mu,345.025,0.5377
0.17955,39.5509,0.280575,sne_ia,mu,52.8899,-28.9121
0.17959,39.5519,0.174634,sne_ia,mu,40.5207,-0.5409
0.17979,39.5962,0.208929,sne_ia,mu,53.8482,-29.5918
0.1799,39.9979,0.268081,sne_ia,mu,42.0587,-0.347
0.18037,39.3688,0.13762,sne_ia,mu,49.0493,-0.6009
0.18059,39.5035,0.133745,sne_ia,mu,333.685,1.2178
0.18064,39.7166,0.179158,sne_ia,mu,35.7981,-2.7801
0.18067,39.6391,0.133983,sne_ia,mu,128.848,44.9136
0.18071,39.6151,0.246207,sne_ia,mu,130.673,43.5966
0.1808,39.6213,0.207991,sne_ia,mu,54.9264,1.0923
0.18138,39.6585,0.225961,sne_ia,mu,150.498,1.3251
0.18123,39.4868,0.134057,sne_ia,mu,49.8674,-0.318
0.18148,39.3953,0.235174,sne_ia,mu,54.1245,-28.5698
0.18203,39.5863,0.201062,sne_ia,mu,43.7735,-0.1474
0.18216,39.5259,0.149858,sne_ia,mu,45.3231,-0.6441
0.18217,39.6885,0.152439,sne_ia,mu,43.1937,-0.1275
0.18243,39.7821,0.177319,sne_ia,mu,319.668,-1.0243
0.18345,39.5995,0.294191,sne_ia,mu,347.552,-0.9314
0.18383,39.68,0.151568,sne_ia,mu,7.6016,-42.2982
0.18376,39.752,0.19743,sne_ia,mu,339.724,-1.1671
0.18388,39.796,0.218377,sne_ia,mu,339.308,0.7364
0.18444,39.9384,0.282465,sne_ia,mu,40.9169,-0.7619
0.18443,39.7891,0.142656,sne_ia,mu,33.7416,0.6025
0.18468,39.6548,0.27682,sne_ia,mu,357.521,-0.9214
0.18482,39.613,0.134864,sne_ia,mu,326.848,-0.4947
0.18492,39.7435,0.159325,sne_ia,mu,40.9697,-1.2293
0.18501,39.6347,0.160441,sne_ia,mu,349.139,-0.6632
0.18507,39.5427,0.172189,sne_ia,mu,352.942,-0.6681
0.18538,39.7882,0.139358,sne_ia,mu,150.952,2.646
0.18651,39.7559,0.144508,sne_ia,mu,354.557,1.2491
0.18714,39.7694,0.13671,sne_ia,mu,46.6409,0.7933
0.18801,39.7451,0.191467,sne_ia,mu,312.603,-0.1679
0.18892,39.4384,0.149571,sne_ia,mu,41.7861,0.7751
0.18893,39.8089,0.256269,sne_ia,mu,30.4363,-1.0324
0.18937,39.9359,0.228953,sne_ia,mu,8.5563,-43.2759
0.18915,40.1408,0.200523,sne_ia,mu,29.7298,-1.0271
0.18931,39.7413,0.209197,sne_ia,mu,12.5473,0.6754
0.18955,39.7624,0.238646,sne_ia,mu,53.6036,-26.7739
0.18979,39.7286,0.224725,sne_ia,mu,26.4976,1.196
0.19009,39.8807,0.15799,sne_ia,mu,15.5353,-0.879
0.19026,39.6892,0.294972,sne_ia,mu,16.7181,1.1541
0.1903,39.9182,0.154841,sne_ia,mu,42.6337,0.8078
0.19397,39.7983,0.218857,sne_ia,mu,20.5787,1.0106
0.19422,39.8787,0.222002,sne_ia,mu,50.0904,-0.8856
0.19534,40.1343,0.403955,sne_ia,mu,55.5726,1.0631
0.19556,39.7111,0.156617,sne_ia,mu,54.6293,-27.0428
0.19549,39.9082,0.195934,sne_ia,mu,313.834,-0.0928
0.19555,39.958,0.212325,sne_ia,mu,340.829,0.2629
0.19602,39.7288,0.124812,sne_ia,mu,131.58,44.0731
0.19611,39.7747,0.157962,sne_ia,mu,318.902,-0.3214
0.19616,39.8397,0.254651,sne_ia,mu,35.724,-6.2568
0.19624,39.8927,0.29342,sne_ia,mu,35.7529,-6.2642
0.19719,39.8018,0.14158,sne_ia,mu,357.785,-0.7463
0.19726,39.6932,0.130873,sne_ia,mu,25.2656,-0.4484
0.19786,39.492,0.189171,sne_ia,mu,53.3964,-29.1906
0.19801,39.7561,0.182544,sne_ia,mu,2.8534,0.7027
0.19815,39.8879,0.174409,sne_ia,mu,42.2394,-0.4084
0.19846,40.3246,0.238597,sne_ia,mu,27.1515,0.3282
0.1986,39.8881,0.211487,sne_ia,mu,163.669,59.019
0.19863,39.889,0.174502,sne_ia,mu,8.9032,-0.2327
0.19892,40.0216,0.217638,sne_ia,mu,17.2167,1.1979
0.19956,39.8511,0.254227,sne_ia,mu,53.8448,-27.8403
0.19948,39.6764,0.246154,sne_ia,mu,212.459,53.4778
0.19957,39.8965,0.17155,sne_ia,mu,333.961,1.2276
0.20062,39.6837,0.194976,sne_ia,mu,7.9727,0.1383
0.20068,39.9838,0.252956,sne_ia,mu,129.546,45.2023
